,(1+p),(1-p),(n*n),(n*p*n),(n*p*n*p),(n*p*x),(n*p*y),(n*p+n),(n*p+x),(n*p+y),(n*p-n),(n*p-x),(n*p-y),(n*x),(n*y),(n+x),(n+y),(n-n*p),(n-x),(n-y),(x*x),(x*y),(x+y),(x-n),(x-n*p),(x-y),(y*y),(y-n),(y-n*p),(y-x),expected_post,n,n*p,p,post-init,x,y
107,1.12,0.88,361,43.32,5.2,45.6,6.84,21.28,22.28,5.28,-16.72,-17.72,-0.72,380,57,39,22,16.72,-1,16,400,60,23,1,17.72,17,9,-16,0.72,-17,92.61,19,2.28,0.12,72.61,20,3
108,1.3,0.7,121,36.3,10.89,0.0,52.8,14.3,3.3,19.3,-7.7,3.3,-12.7,0,176,11,27,7.7,11,-5,0,0,16,-11,-3.3,-16,256,5,12.7,16,141.654,11,3.3,0.3,141.654,0,16
109,1.76,0.24,100,76.0,57.76,0.0,45.6,17.6,7.6,13.6,-2.4,7.6,1.6,0,60,10,16,2.4,10,4,0,0,6,-10,-7.6,-6,36,-4,-1.6,6,56.342,10,7.6,0.76,56.342,0,6
110,1.19,0.81,169,32.11,6.1,49.4,22.23,15.47,22.47,11.47,-10.53,-17.53,-6.53,260,117,33,22,10.53,-7,4,400,180,29,7,17.53,11,81,-4,6.53,-11,131.844,13,2.47,0.19,111.844,20,9
111,1.06,0.94,289,17.34,1.04,1.02,14.28,18.02,2.02,15.02,-15.98,0.02,-12.98,17,238,18,31,15.98,16,3,1,14,15,-16,-0.02,-13,196,-3,12.98,13,234.248,17,1.02,0.06,233.248,1,14
112,1.54,0.46,100,54.0,29.16,81.0,37.8,15.4,20.4,12.4,-4.6,-9.6,-1.6,150,70,25,17,4.6,-5,3,225,105,22,5,9.6,8,49,-3,1.6,-8,76.914,10,5.4,0.54,61.914,15,7
113,1.36,0.64,400,144.0,51.84,108.0,115.2,27.2,22.2,23.2,-12.8,-7.8,-8.8,300,320,35,36,12.8,5,4,225,240,31,-5,7.8,-1,256,-4,8.8,1,294.634,20,7.2,0.36,279.634,15,16
114,1.68,0.32,196,133.28,90.63,133.28,38.08,23.52,23.52,13.52,-4.48,-4.48,5.52,196,56,28,18,4.48,0,10,196,56,18,0,4.48,10,16,-10,-5.52,-10,102.934,14,9.52,0.68,88.934,14,4
115,1.72,0.28,121,87.12,62.73,23.76,55.44,18.92,10.92,14.92,-3.08,4.92,0.92,33,77,14,18,3.08,8,4,9,21,10,-8,-4.92,-4,49,-4,-0.92,4,71.792,11,7.92,0.72,68.792,3,7
116,1.88,0.12,9,7.92,6.97,29.04,5.28,5.64,13.64,4.64,-0.36,-8.36,0.64,33,6,14,5,0.36,-8,1,121,22,13,8,8.36,9,4,-1,-0.64,-9,17.018,3,2.64,0.88,6.018000000000001,11,2
117,1.13,0.87,256,33.28,4.33,27.04,22.88,18.08,15.08,13.08,-13.92,-10.92,-8.92,208,176,29,27,13.92,3,5,169,143,24,-3,10.92,2,121,-5,8.92,-2,184.038,16,2.08,0.13,171.038,13,11
118,1.48,0.52,36,17.28,8.29,23.04,11.52,8.88,10.88,6.88,-3.12,-5.12,-1.12,48,24,14,10,3.12,-2,2,64,32,12,2,5.12,4,16,-2,1.12,-4,30.686,6,2.88,0.48,22.686,8,4
119,1.56,0.44,64,35.84,20.07,40.32,22.4,12.48,13.48,9.48,-3.52,-4.52,-0.52,72,40,17,13,3.52,-1,3,81,45,14,1,4.52,4,25,-3,0.52,-4,46.67,8,4.48,0.56,37.67,9,5
120,1.65,0.35,361,234.65,152.52,111.15,24.7,31.35,21.35,14.35,-6.65,3.35,10.35,171,38,28,21,6.65,10,17,81,18,11,-10,-3.35,7,4,-17,-10.35,-7,144.398,19,12.35,0.65,135.398,9,2
121,1.66,0.34,169,111.54,73.62,42.9,8.58,21.58,13.58,9.58,-4.42,3.58,7.58,65,13,18,14,4.42,8,12,25,5,6,-8,-3.58,4,1,-12,-7.58,-4,69.118,13,8.58,0.66,64.118,5,1
122,1.29,0.71,121,35.09,10.18,9.57,0.0,14.19,6.19,3.19,-7.81,0.19,3.19,33,0,14,11,7.81,8,11,9,0,3,-8,-0.19,3,0,-11,-3.19,-3,22.876,11,3.19,0.29,19.876,3,0
123,1.24,0.76,25,6.0,1.44,4.8,16.8,6.2,5.2,15.2,-3.8,-2.8,-12.8,20,70,9,19,3.8,1,-9,16,56,18,-1,2.8,-10,196,9,12.8,10,61.03,5,1.2,0.24,57.03,4,14
124,1.74,0.26,169,125.06,92.54,105.82,115.44,22.62,20.62,21.62,-3.38,-1.38,-2.38,143,156,24,25,3.38,2,1,121,132,23,-2,1.38,-1,144,-1,2.38,1,118.442,13,9.62,0.74,107.442,11,12
125,1.12,0.88,121,14.52,1.74,10.56,21.12,12.32,9.32,17.32,-9.68,-6.68,-14.68,88,176,19,27,9.68,3,-5,64,128,24,-3,6.68,-8,256,5,14.68,8,171.19,11,1.32,0.12,163.19,8,16
126,1.23,0.77,25,5.75,1.32,10.35,17.25,6.15,10.15,16.15,-3.85,-7.85,-13.85,45,75,14,20,3.85,-4,-10,81,135,24,4,7.85,-6,225,10,13.85,6,70.0,5,1.15,0.23,61.0,9,15
127,1.21,0.79,225,47.25,9.92,28.35,15.75,18.15,12.15,8.15,-11.85,-5.85,-1.85,135,75,24,20,11.85,6,10,81,45,14,-6,5.85,4,25,-10,1.85,-4,93.332,15,3.15,0.21,84.332,9,5
128,1.14,0.86,169,23.66,3.31,5.46,7.28,14.82,4.82,5.82,-11.18,-1.18,-2.18,39,52,16,17,11.18,10,9,9,12,7,-10,1.18,-1,16,-9,2.18,1,60.368,13,1.82,0.14,57.368,3,4
129,1.41,0.59,64,26.24,10.76,13.12,62.32,11.28,7.28,22.28,-4.72,-0.72,-15.72,32,152,12,27,4.72,4,-11,16,76,23,-4,0.72,-15,361,11,15.72,15,107.244,8,3.28,0.41,103.244,4,19
130,1.53,0.47,121,64.13,33.99,23.32,52.47,16.83,9.83,14.83,-5.17,1.83,-3.17,44,99,15,20,5.17,7,2,16,36,13,-7,-1.83,-5,81,-2,3.17,5,85.992,11,5.83,0.53,81.992,4,9
131,1.49,0.51,324,158.76,77.79,44.1,141.12,26.82,13.82,24.82,-9.18,3.82,-7.18,90,288,23,34,9.18,13,2,25,80,21,-13,-3.82,-11,256,-2,7.18,11,235.604,18,8.82,0.49,230.604,5,16
132,1.07,0.93,16,1.12,0.08,5.6,3.92,4.28,20.28,14.28,-3.72,-19.72,-13.72,80,56,24,18,3.72,-16,-10,400,280,34,16,19.72,6,196,10,13.72,-6,72.928,4,0.28,0.07,52.928,20,14
133,1.25,0.75,4,1.0,0.25,1.5,3.5,2.5,3.5,7.5,-1.5,-2.5,-6.5,6,14,5,9,1.5,-1,-5,9,21,10,1,2.5,-4,49,5,6.5,4,14.244,2,0.5,0.25,11.244,3,7
134,1.48,0.52,144,69.12,33.18,74.88,57.6,17.76,18.76,15.76,-6.24,-7.24,-4.24,156,120,25,22,6.24,-1,2,169,130,23,1,7.24,3,100,-2,4.24,-3,113.092,12,5.76,0.48,100.092,13,10
135,1.36,0.64,100,36.0,12.96,64.8,68.4,13.6,21.6,22.6,-6.4,-14.4,-15.4,180,190,28,29,6.4,-8,-9,324,342,37,8,14.4,-1,361,9,15.4,1,160.31,10,3.6,0.36,142.31,18,19
136,1.63,0.37,361,227.43,143.28,143.64,35.91,30.97,23.97,14.97,-7.03,-0.03,8.97,228,57,31,22,7.03,7,16,144,36,15,-7,0.03,9,9,-16,-8.97,-9,152.924,19,11.97,0.63,140.924,12,3
137,1.2,0.8,256,51.2,10.24,54.4,57.6,19.2,20.2,21.2,-12.8,-13.8,-14.8,272,288,33,34,12.8,-1,-2,289,306,35,1,13.8,-1,324,2,14.8,1,274.44,16,3.2,0.2,257.44,17,18
138,1.25,0.75,324,81.0,20.25,31.5,0.0,22.5,11.5,4.5,-13.5,-2.5,4.5,126,0,25,18,13.5,11,18,49,0,7,-11,2.5,7,0,-18,-4.5,-7,49.468,18,4.5,0.25,42.468,7,0
139,1.29,0.71,121,35.09,10.18,6.38,51.04,14.19,5.19,19.19,-7.81,1.19,-12.81,22,176,13,27,7.81,9,-5,4,32,18,-9,-1.19,-14,256,5,12.81,14,146.058,11,3.19,0.29,144.058,2,16
140,1.77,0.23,169,130.13,100.2,160.16,150.15,23.01,26.01,25.01,-2.99,-5.99,-4.99,208,195,29,28,2.99,-3,-2,256,240,31,3,5.99,1,225,2,4.99,-1,130.782,13,10.01,0.77,114.78200000000001,16,15
141,1.75,0.25,196,147.0,110.25,178.5,189.0,24.5,27.5,28.5,-3.5,-6.5,-7.5,238,252,31,32,3.5,-3,-4,289,306,35,3,6.5,-1,324,4,7.5,1,158.624,14,10.5,0.75,141.624,17,18
142,1.18,0.82,361,64.98,11.7,44.46,6.84,22.42,16.42,5.42,-15.58,-9.58,1.42,247,38,32,21,15.58,6,17,169,26,15,-6,9.58,11,4,-17,-1.42,-11,78.34,19,3.42,0.18,65.34,13,2
143,1.7,0.3,81,56.7,39.69,75.6,126.0,15.3,18.3,26.3,-2.7,-5.7,-13.7,108,180,21,29,2.7,-3,-11,144,240,32,3,5.7,-8,400,11,13.7,8,98.85,9,6.3,0.7,86.85,12,20
144,1.64,0.36,25,16.0,10.24,44.8,9.6,8.2,17.2,6.2,-1.8,-10.8,0.2,70,15,19,8,1.8,-9,2,196,42,17,9,10.8,11,9,-2,-0.2,-11,28.926,5,3.2,0.64,14.925999999999998,14,3
145,1.85,0.15,361,306.85,260.82,64.6,32.3,35.15,20.15,18.15,-2.85,12.15,14.15,76,38,23,21,2.85,15,17,16,8,6,-15,-12.15,2,4,-17,-14.15,-2,170.818,19,16.15,0.85,166.818,4,2
146,1.52,0.48,4,2.08,1.08,9.36,11.44,3.04,10.04,12.04,-0.96,-7.96,-9.96,18,22,11,13,0.96,-7,-9,81,99,20,7,7.96,-2,121,9,9.96,2,21.646,2,1.04,0.52,12.646,9,11
147,1.64,0.36,256,163.84,104.86,0.0,204.8,26.24,10.24,30.24,-5.76,10.24,-9.76,0,320,16,36,5.76,16,-4,0,0,20,-16,-10.24,-20,400,4,9.76,20,204.036,16,10.24,0.64,204.036,0,20
148,1.84,0.16,256,215.04,180.63,255.36,80.64,29.44,32.44,19.44,-2.56,-5.56,7.44,304,96,35,22,2.56,-3,10,361,114,25,3,5.56,13,36,-10,-7.44,-13,148.734,16,13.44,0.84,129.734,19,6
149,1.08,0.92,49,3.92,0.31,6.72,1.68,7.56,12.56,3.56,-6.44,-11.44,-2.44,84,21,19,10,6.44,-5,4,144,36,15,5,11.44,9,9,-4,2.44,-9,33.498,7,0.56,0.08,21.497999999999998,12,3
150,1.72,0.28,289,208.08,149.82,0.0,97.92,29.24,12.24,20.24,-4.76,12.24,4.24,0,136,17,25,4.76,17,9,0,0,8,-17,-12.24,-8,64,-9,-4.24,8,148.082,17,12.24,0.72,148.082,0,8
151,1.45,0.55,16,7.2,3.24,14.4,7.2,5.8,9.8,5.8,-2.2,-6.2,-2.2,32,16,12,8,2.2,-4,0,64,32,12,4,6.2,4,16,0,2.2,-4,21.32,4,1.8,0.45,13.32,8,4
152,1.56,0.44,25,14.0,7.84,56.0,28.0,7.8,22.8,12.8,-2.2,-17.2,-7.2,100,50,25,15,2.2,-15,-5,400,200,30,15,17.2,10,100,5,7.2,-10,50.114,5,2.8,0.56,30.113999999999997,20,10
153,1.18,0.82,289,52.02,9.36,42.84,18.36,20.06,17.06,9.06,-13.94,-10.94,-2.94,238,102,31,23,13.94,3,11,196,84,20,-3,10.94,8,36,-11,2.94,-8,125.242,17,3.06,0.18,111.242,14,6
154,1.44,0.56,169,74.36,32.72,74.36,0.0,18.72,18.72,5.72,-7.28,-7.28,5.72,169,0,26,13,7.28,0,13,169,0,13,0,7.28,13,0,-13,-5.72,-13,52.538,13,5.72,0.44,39.538,13,0
155,1.06,0.94,324,19.44,1.17,18.36,15.12,19.08,18.08,15.08,-16.92,-15.92,-12.92,306,252,35,32,16.92,1,4,289,238,31,-1,15.92,3,196,-4,12.92,-3,263.74,18,1.08,0.06,246.74,17,14
156,1.86,0.14,196,168.56,144.96,180.6,228.76,26.04,27.04,31.04,-1.96,-2.96,-6.96,210,266,29,33,1.96,-1,-5,225,285,34,1,2.96,-4,361,5,6.96,4,143.098,14,12.04,0.86,128.098,15,19
157,1.85,0.15,9,7.65,6.5,20.4,40.8,5.55,10.55,18.55,-0.45,-5.45,-13.45,24,48,11,19,0.45,-5,-13,64,128,24,5,5.45,-8,256,13,13.45,8,20.596,3,2.55,0.85,12.596,8,16
158,1.8,0.2,225,180.0,144.0,24.0,48.0,27.0,14.0,16.0,-3.0,10.0,8.0,30,60,17,19,3.0,13,11,4,8,6,-13,-10.0,-2,16,-11,-8.0,2,109.548,15,12.0,0.8,107.548,2,4
159,1.05,0.95,4,0.2,0.01,1.6,0.8,2.1,16.1,8.1,-1.9,-15.9,-7.9,32,16,18,10,1.9,-14,-6,256,128,24,14,15.9,8,64,6,7.9,-8,31.424,2,0.1,0.05,15.424,16,8
160,1.67,0.33,36,24.12,16.16,8.04,56.28,10.02,6.02,18.02,-1.98,2.02,-9.98,12,84,8,20,1.98,4,-8,4,28,16,-4,-2.02,-12,196,8,9.98,12,43.552,6,4.02,0.67,41.552,2,14
161,1.93,0.07,100,93.0,86.49,158.1,130.2,19.3,26.3,23.3,-0.7,-7.7,-4.7,170,140,27,24,0.7,-7,-4,289,238,31,7,7.7,3,196,4,4.7,-3,77.714,10,9.3,0.93,60.714,17,14
162,1.44,0.56,121,53.24,23.43,77.44,87.12,15.84,20.84,22.84,-6.16,-11.16,-13.16,176,198,27,29,6.16,-5,-7,256,288,34,5,11.16,-2,324,7,13.16,2,155.202,11,4.84,0.44,139.202,16,18
163,1.25,0.75,9,2.25,0.56,11.25,10.5,3.75,15.75,14.75,-2.25,-14.25,-13.25,45,42,18,17,2.25,-12,-11,225,210,29,12,14.25,1,196,11,13.25,-1,48.392,3,0.75,0.25,33.392,15,14
164,1.46,0.54,25,11.5,5.29,6.9,34.5,7.3,5.3,17.3,-2.7,-0.7,-12.7,15,75,8,20,2.7,2,-10,9,45,18,-2,0.7,-12,225,10,12.7,12,49.754,5,2.3,0.46,46.754,3,15
165,1.5,0.5,400,200.0,100.0,40.0,100.0,30.0,14.0,20.0,-10.0,6.0,0.0,80,200,24,30,10.0,16,10,16,40,14,-16,-6.0,-6,100,-10,0.0,6,208.632,20,10.0,0.5,204.632,4,10
166,1.36,0.64,400,144.0,51.84,50.4,108.0,27.2,14.2,22.2,-12.8,0.2,-7.8,140,300,27,35,12.8,13,5,49,105,22,-13,-0.2,-8,225,-5,7.8,8,275.018,20,7.2,0.36,268.018,7,15
167,1.55,0.45,121,66.55,36.6,72.6,54.45,17.05,18.05,15.05,-4.95,-5.95,-2.95,132,99,23,20,4.95,-1,2,144,108,21,1,5.95,3,81,-2,2.95,-3,93.014,11,6.05,0.55,81.014,12,9
168,1.16,0.84,49,7.84,1.25,5.6,1.12,8.12,6.12,2.12,-5.88,-3.88,0.12,35,7,12,8,5.88,2,6,25,5,6,-2,3.88,4,1,-6,-0.12,-4,15.248,7,1.12,0.16,10.248,5,1
169,1.78,0.22,4,3.12,2.43,1.56,4.68,3.56,2.56,4.56,-0.44,0.56,-1.44,2,6,3,5,0.44,1,-1,1,3,4,-1,-0.56,-2,9,1,1.44,2,4.666,2,1.56,0.78,3.6660000000000004,1,3
170,1.79,0.21,169,133.51,105.47,195.13,174.59,23.27,29.27,27.27,-2.73,-8.73,-6.73,247,221,32,30,2.73,-6,-4,361,323,36,6,8.73,2,289,4,6.73,-2,137.194,13,10.27,0.79,118.19399999999999,19,17
171,1.53,0.47,196,103.88,55.06,29.68,148.4,21.42,11.42,27.42,-6.58,3.42,-12.58,56,280,18,34,6.58,10,-6,16,80,24,-10,-3.42,-16,400,6,12.58,16,190.332,14,7.42,0.53,186.332,4,20
172,1.92,0.08,121,111.32,102.41,182.16,0.0,21.12,28.12,10.12,-0.88,-7.88,10.12,198,0,29,11,0.88,-7,11,324,0,18,7,7.88,18,0,-11,-10.12,-18,78.586,11,10.12,0.92,60.586,18,0
173,1.58,0.42,25,14.5,8.41,40.6,52.2,7.9,16.9,20.9,-2.1,-11.1,-15.1,70,90,19,23,2.1,-9,-13,196,252,32,9,11.1,-4,324,13,15.1,4,60.598,5,2.9,0.58,46.598,14,18
174,1.43,0.57,9,3.87,1.66,21.93,3.87,4.29,18.29,4.29,-1.71,-15.71,-1.71,51,9,20,6,1.71,-14,0,289,51,20,14,15.71,14,9,0,1.71,-14,24.66,3,1.29,0.43,7.66,17,3
175,1.53,0.47,100,53.0,28.09,63.6,31.8,15.3,17.3,11.3,-4.7,-6.7,-0.7,120,60,22,16,4.7,-2,4,144,72,18,2,6.7,6,36,-4,0.7,-6,69.552,10,5.3,0.53,57.55200000000001,12,6
176,1.85,0.15,1,0.85,0.72,1.7,0.85,1.85,2.85,1.85,-0.15,-1.15,-0.15,2,1,3,2,0.15,-1,0,4,2,3,1,1.15,1,1,0,0.15,-1,3.0,1,0.85,0.85,1.0,2,1
177,1.77,0.23,25,19.25,14.82,61.6,11.55,8.85,19.85,6.85,-1.15,-12.15,0.85,80,15,21,8,1.15,-11,2,256,48,19,11,12.15,13,9,-2,-0.85,-13,30.988,5,3.85,0.77,14.988,16,3
178,1.67,0.33,361,241.87,162.05,165.49,127.3,31.73,25.73,22.73,-6.27,-0.27,2.73,247,190,32,29,6.27,6,9,169,130,23,-6,0.27,3,100,-9,-2.73,-3,203.522,19,12.73,0.67,190.522,13,10
179,1.72,0.28,256,184.32,132.71,161.28,149.76,27.52,25.52,24.52,-4.48,-2.48,-1.48,224,208,30,29,4.48,2,3,196,182,27,-2,2.48,1,169,-3,1.48,-1,169.052,16,11.52,0.72,155.052,14,13
180,1.73,0.27,225,164.25,119.9,32.85,153.3,25.95,13.95,24.95,-4.05,7.95,-3.05,45,210,18,29,4.05,12,1,9,42,17,-12,-7.95,-11,196,-1,3.05,11,147.972,15,10.95,0.73,144.972,3,14
181,1.31,0.69,361,111.91,34.69,0.0,5.89,24.89,5.89,6.89,-13.11,5.89,4.89,0,19,19,20,13.11,19,18,0,0,1,-19,-5.89,-1,1,-18,-4.89,1,73.592,19,5.89,0.31,73.592,0,1
182,1.2,0.8,144,28.8,5.76,48.0,45.6,14.4,22.4,21.4,-9.6,-17.6,-16.6,240,228,32,31,9.6,-8,-7,400,380,39,8,17.6,1,361,7,16.6,-1,219.432,12,2.4,0.2,199.432,20,19
183,1.05,0.95,9,0.45,0.02,0.6,0.6,3.15,4.15,4.15,-2.85,-3.85,-3.85,12,12,7,7,2.85,-1,-1,16,16,8,1,3.85,0,16,1,3.85,0,15.716,3,0.15,0.05,11.716,4,4
184,1.64,0.36,64,40.96,26.21,10.24,35.84,13.12,7.12,12.12,-2.88,3.12,-1.88,16,56,10,15,2.88,6,1,4,14,9,-6,-3.12,-5,49,-1,1.88,5,45.36,8,5.12,0.64,43.36,2,7
185,1.38,0.62,81,30.78,11.7,17.1,6.84,12.42,8.42,5.42,-5.58,-1.58,1.42,45,18,14,11,5.58,4,7,25,10,7,-4,1.58,3,4,-7,-1.42,-3,33.124,9,3.42,0.38,28.124000000000002,5,2
186,1.27,0.73,1,0.27,0.07,3.78,3.51,1.27,14.27,13.27,-0.73,-13.73,-12.73,14,13,15,14,0.73,-13,-12,196,182,27,13,13.73,1,169,12,12.73,-1,23.784,1,0.27,0.27,9.783999999999999,14,13
187,1.31,0.69,256,79.36,24.6,4.96,79.36,20.96,5.96,20.96,-11.04,3.96,-11.04,16,256,17,32,11.04,15,0,1,16,17,-15,-3.96,-15,256,0,11.04,15,219.022,16,4.96,0.31,218.022,1,16
188,1.57,0.43,196,111.72,63.68,0.0,55.86,21.98,7.98,14.98,-6.02,7.98,0.98,0,98,14,21,6.02,14,7,0,0,7,-14,-7.98,-7,49,-7,-0.98,7,101.852,14,7.98,0.57,101.852,0,7
189,1.29,0.71,256,74.24,21.53,64.96,78.88,20.64,18.64,21.64,-11.36,-9.36,-12.36,224,272,30,33,11.36,2,-1,196,238,31,-2,9.36,-3,289,1,12.36,3,247.076,16,4.64,0.29,233.076,14,17
190,1.44,0.56,16,7.04,3.1,7.04,8.8,5.76,5.76,6.76,-2.24,-2.24,-3.24,16,20,8,9,2.24,0,-1,16,20,9,0,2.24,-1,25,1,3.24,1,19.632,4,1.76,0.44,15.632000000000001,4,5
191,1.73,0.27,121,88.33,64.48,88.33,8.03,19.03,19.03,9.03,-2.97,-2.97,7.03,121,11,22,12,2.97,0,10,121,11,12,0,2.97,10,1,-10,-7.03,-10,62.868,11,8.03,0.73,51.868,11,1
192,1.39,0.61,256,99.84,38.94,12.48,93.6,22.24,8.24,21.24,-9.76,4.24,-8.76,32,240,18,31,9.76,14,1,4,30,17,-14,-4.24,-13,225,-1,8.76,13,200.196,16,6.24,0.39,198.196,2,15
193,1.87,0.13,81,70.47,61.31,46.98,148.77,16.83,13.83,26.83,-1.17,1.83,-11.17,54,171,15,28,1.17,3,-10,36,114,25,-3,-1.83,-13,361,10,11.17,13,67.868,9,7.83,0.87,61.867999999999995,6,19
194,1.92,0.08,361,332.12,305.55,17.48,279.68,36.48,18.48,33.48,-1.52,16.48,1.48,19,304,20,35,1.52,18,3,1,16,17,-18,-16.48,-15,256,-3,-1.48,15,199.63,19,17.48,0.92,198.63,1,16
195,1.42,0.58,121,50.82,21.34,78.54,46.2,15.62,21.62,14.62,-6.38,-12.38,-5.38,187,110,28,21,6.38,-6,1,289,170,27,6,12.38,7,100,-1,5.38,-7,108.33,11,4.62,0.42,91.33,17,10
196,1.9,0.1,169,152.1,136.89,198.9,234.0,24.7,28.7,31.7,-1.3,-5.3,-8.3,221,260,30,33,1.3,-4,-7,289,340,37,4,5.3,-3,400,7,8.3,3,125.382,13,11.7,0.9,108.382,17,20
197,1.38,0.62,289,109.82,41.73,6.46,122.74,23.46,7.46,25.46,-10.54,5.46,-12.54,17,323,18,36,10.54,16,-2,1,19,20,-16,-5.46,-18,361,2,12.54,18,257.696,17,6.46,0.38,256.696,1,19
198,1.67,0.33,400,268.0,179.56,160.8,0.0,33.4,25.4,13.4,-6.6,1.4,13.4,240,0,32,20,6.6,8,20,144,0,12,-8,-1.4,12,0,-20,-13.4,-12,151.758,20,13.4,0.67,139.758,12,0
199,1.84,0.16,81,68.04,57.15,90.72,151.2,16.56,19.56,27.56,-1.44,-4.44,-12.44,108,180,21,29,1.44,-3,-11,144,240,32,3,4.44,-8,400,11,12.44,8,79.172,9,7.56,0.84,67.172,12,20
200,1.33,0.67,256,84.48,27.88,52.8,89.76,21.28,15.28,22.28,-10.72,-4.72,-11.72,160,272,26,33,10.72,6,-1,100,170,27,-6,4.72,-7,289,1,11.72,7,237.366,16,5.28,0.33,227.366,10,17
201,1.89,0.11,361,321.29,285.95,202.92,169.1,35.91,28.91,26.91,-2.09,4.91,6.91,228,190,31,29,2.09,7,9,144,120,22,-7,-4.91,2,100,-9,-6.91,-2,201.886,19,16.91,0.89,189.886,12,10
202,1.18,0.82,64,11.52,2.07,12.96,18.72,9.44,10.44,14.44,-6.56,-7.56,-11.56,72,104,17,21,6.56,-1,-5,81,117,22,1,7.56,-4,169,5,11.56,4,101.216,8,1.44,0.18,92.216,9,13
203,1.14,0.86,169,23.66,3.31,0.0,34.58,14.82,1.82,20.82,-11.18,1.82,-17.18,0,247,13,32,11.18,13,-6,0,0,19,-13,-1.82,-19,361,6,17.18,19,223.764,13,1.82,0.14,223.764,0,19
204,1.56,0.44,169,94.64,53.0,116.48,58.24,20.28,23.28,15.28,-5.72,-8.72,-0.72,208,104,29,21,5.72,-3,5,256,128,24,3,8.72,8,64,-5,0.72,-8,112.388,13,7.28,0.56,96.388,16,8
205,1.64,0.36,400,256.0,163.84,102.4,256.0,32.8,20.8,32.8,-7.2,4.8,-7.2,160,400,28,40,7.2,12,0,64,160,28,-12,-4.8,-12,400,0,7.2,12,286.44,20,12.8,0.64,278.44,8,20
206,1.3,0.7,1,0.3,0.09,4.8,2.1,1.3,16.3,7.3,-0.7,-15.7,-6.7,16,7,17,8,0.7,-15,-6,256,112,23,15,15.7,9,49,6,6.7,-9,21.26,1,0.3,0.3,5.260000000000002,16,7
207,1.78,0.22,225,175.5,136.89,23.4,152.1,26.7,13.7,24.7,-3.3,9.7,-1.3,30,195,17,28,3.3,13,2,4,26,15,-13,-9.7,-11,169,-2,1.3,11,138.588,15,11.7,0.78,136.588,2,13
208,1.63,0.37,81,51.03,32.15,56.7,5.67,14.67,15.67,6.67,-3.33,-4.33,4.67,90,9,19,10,3.33,-1,8,100,10,11,1,4.33,9,1,-8,-4.67,-9,41.968,9,5.67,0.63,31.968000000000004,10,1
209,1.14,0.86,169,23.66,3.31,36.4,23.66,14.82,21.82,14.82,-11.18,-18.18,-11.18,260,169,33,26,11.18,-7,0,400,260,33,7,18.18,7,169,0,11.18,-7,178.724,13,1.82,0.14,158.724,20,13
210,1.88,0.12,1,0.88,0.77,8.8,7.04,1.88,10.88,8.88,-0.12,-9.12,-7.12,10,8,11,9,0.12,-9,-7,100,80,18,9,9.12,2,64,7,7.12,-2,11.812,1,0.88,0.88,1.8119999999999994,10,8
211,1.93,0.07,25,23.25,21.62,55.8,18.6,9.65,16.65,8.65,-0.35,-7.35,0.65,60,20,17,9,0.35,-7,1,144,48,16,7,7.35,8,16,-1,-0.65,-8,27.358,5,4.65,0.93,15.358,12,4
212,1.48,0.52,16,7.68,3.69,9.6,5.76,5.92,6.92,4.92,-2.08,-3.08,-1.08,20,12,9,7,2.08,-1,1,25,15,8,1,3.08,2,9,-1,1.08,-2,15.944,4,1.92,0.48,10.944,5,3
213,1.62,0.38,16,9.92,6.15,42.16,0.0,6.48,19.48,2.48,-1.52,-14.52,2.48,68,0,21,4,1.52,-13,4,289,0,17,13,14.52,17,0,-4,-2.48,-17,23.266,4,2.48,0.62,6.265999999999998,17,0
214,1.7,0.3,400,280.0,196.0,238.0,224.0,34.0,31.0,30.0,-6.0,-3.0,-2.0,340,320,37,36,6.0,3,4,289,272,33,-3,3.0,1,256,-4,2.0,-1,258.634,20,14.0,0.7,241.63400000000001,17,16
215,1.93,0.07,400,372.0,345.96,37.2,372.0,38.6,20.6,38.6,-1.4,16.6,-1.4,40,400,22,40,1.4,18,0,4,40,22,-18,-16.6,-18,400,0,1.4,18,225.508,20,18.6,0.93,223.508,2,20
216,1.6,0.4,121,72.6,43.56,33.0,52.8,17.6,11.6,14.6,-4.4,1.6,-1.4,55,88,16,19,4.4,6,3,25,40,13,-6,-1.6,-3,64,-3,1.4,3,79.76,11,6.6,0.6,74.76,5,8
217,1.18,0.82,324,58.32,10.5,38.88,61.56,21.24,15.24,22.24,-14.76,-8.76,-15.76,216,342,30,37,14.76,6,-1,144,228,31,-6,8.76,-7,361,1,15.76,7,323.3,18,3.24,0.18,311.3,12,19
218,1.26,0.74,100,26.0,6.76,26.0,10.4,12.6,12.6,6.6,-7.4,-7.4,-1.4,100,40,20,14,7.4,0,6,100,40,14,0,7.4,6,16,-6,1.4,-6,53.79,10,2.6,0.26,43.79,10,4
219,1.87,0.13,169,147.03,127.92,56.55,147.03,24.31,16.31,24.31,-1.69,6.31,-1.69,65,169,18,26,1.69,8,0,25,65,18,-8,-6.31,-8,169,0,1.69,8,105.67,13,11.31,0.87,100.67,5,13
220,1.53,0.47,16,8.48,4.49,36.04,12.72,6.12,19.12,8.12,-1.88,-14.88,-3.88,68,24,21,10,1.88,-13,-2,289,102,23,13,14.88,11,36,2,3.88,-11,33.868,4,2.12,0.53,16.868000000000002,17,6
